soil_type,season,altitude,temperature,rainfall,crop
1,0,1183,23.625545417783787,752.5807900727157,finger_millet
3,1,1803,7.713228341687616,621.1068944044307,barley
3,0,2462,6.010875212096463,1061.177950046203,potato
2,0,3107,6.659461136174608,1377.4762410603876,buckwheat
3,0,2185,10.273319941934451,915.3523956799263,buckwheat
2,1,1940,19.723221584554352,614.2670321548986,barley
3,0,3356,22.32433243413497,1115.9223242338849,potato
1,1,2071,13.248420557148998,1358.7401244331943,pea
1,1,1313,18.939293636003033,631.7689660577978,garlic
1,1,2550,18.887581515797706,923.9286514158753,barley
3,1,2075,13.43715736709356,1192.0142401265703,pea
1,0,1446,28.689208194924312,1149.6313204659846,finger_millet
2,1,2452,13.610730702568112,1198.565694716102,barley
4,0,2023,19.148131293475117,771.5251863945316,finger_millet
1,1,1341,18.96654276140868,1197.7797160708697,garlic
1,1,2641,13.886207843615743,1074.8308552985177,apple
1,1,1946,5.329735795676223,1013.6050265677669,pea
1,2,2864,7.697047055859879,1138.0816945801012,apple
2,2,2331,9.96137103582253,600.5020133027649,buckwheat
1,2,2332,18.755262490838422,966.6026518120384,pea
2,2,2117,12.013110335907301,1394.862538255375,buckwheat
1,1,1219,16.026944575963636,1150.4941273650802,garlic
2,0,2852,17.85465548235249,1185.910757278044,potato
2,2,3226,18.09112208693562,1269.1028619283195,buckwheat
3,2,2702,18.009687266405354,1353.8971515747317,buckwheat
1,0,1535,24.890955316654157,1119.9711446222123,rajma
4,0,2113,25.916934357478286,775.2939835759507,finger_millet
5,2,1997,16.860181846593836,1016.9873059882675,apple
5,2,2481,19.59009598067079,868.1664378966982,apple
3,1,2083,10.396164268942409,743.6002083954805,barley
1,0,2114,24.568497949213565,1277.8173341774875,finger_millet
3,1,2992,20.838194839619625,831.1496133260662,barley
2,2,2618,16.69275044859366,1272.0150655365587,buckwheat
1,1,2250,19.7805033198648,1209.208505373978,rajma
3,1,2950,14.301713952749237,832.5143754452249,barley
5,1,2097,22.373312854185748,1143.3266765948456,garlic
4,0,2068,21.935047320404905,601.5937081752562,finger_millet
5,1,993,17.039745782505832,767.6153794500257,garlic
1,1,1003,15.379731392352353,1271.9985785951544,garlic
5,1,1419,14.912265856926092,1077.3263135976722,garlic
5,1,2174,12.01291866531405,663.670517897634,garlic
2,1,2535,14.956561300644037,1099.9837987008282,potato
2,2,3456,13.069428123925517,991.2387203594266,buckwheat
3,1,2233,14.050745408654704,820.3439229115783,pea
1,1,2664,19.289693116482713,941.4311242693996,rajma
3,1,2994,16.577564999111036,736.4243115150202,barley
1,0,2196,18.70786147863026,915.7874830758625,finger_millet
2,0,2403,30.495714514498594,1185.0532157626371,finger_millet
3,1,1538,22.232012864254237,802.945739098511,rajma
1,1,1630,21.44083325228781,871.8999710144528,rajma
1,1,1067,19.79684404075796,1342.9834954218684,garlic
2,0,1744,28.582192892315067,799.6194934705989,finger_millet
5,1,1835,13.497979903291913,1162.3547527829414,apple
1,1,2392,7.902108348624235,1063.844276133437,pea
1,1,1769,15.519787939014488,860.3346245460863,pea
1,0,1561,18.786306193456447,911.6944689753627,rajma
1,2,1581,14.964095626869096,1378.0179965069296,pea
2,1,2881,16.618066950032777,606.5169985553881,barley
5,1,2531,11.45354391007077,944.3419282567921,apple
2,0,1374,24.12239751923258,1266.2643014306168,finger_millet
1,1,841,17.0972858503966,851.025714644583,garlic
1,0,2385,23.723034816418227,785.42687223148,finger_millet
1,0,2093,25.163912245569115,643.90609171718,rajma
2,0,2265,26.405789989715196,1344.4854438772295,finger_millet
3,0,2836,20.630426897131965,830.0089595070071,buckwheat
3,0,1970,16.578950221348645,1063.091916406047,rajma
1,2,2461,11.895736934727504,616.8295219683749,pea
1,0,1757,25.17121507028235,617.7131803781035,finger_millet
1,1,1329,11.432862814037543,972.3895779517595,pea
1,0,2126,23.38476952059636,614.4992328365838,finger_millet
1,1,3385,14.260333383255846,872.2199857872247,barley
1,1,1574,3.502240999737904,679.4417622029544,apple
1,1,2616,18.695504340736495,820.1022059008736,barley
2,0,1412,24.399645600118383,693.6528331393349,finger_millet
3,1,2834,22.61134393882163,1210.2392423006445,barley
3,0,3280,8.697365672055051,1228.7402209671309,potato
4,0,2231,21.64607461619952,921.8679641898661,finger_millet
1,1,1682,16.962758450472098,994.8372642720949,apple
1,1,1785,14.21997399193357,756.3664002947199,potato
5,1,2484,19.148911163291963,655.1664130851369,apple
1,1,1361,16.095528430292642,646.6202412484596,pea
5,2,2650,13.382981444207172,1025.0532164544472,apple
3,1,1984,19.57790552616759,928.3063384285038,rajma
2,1,2142,13.726176453448806,729.5737475223523,barley
1,1,1690,16.11597400779723,690.2375350932616,garlic
3,0,1324,8.175827175892692,845.7731336170167,potato
2,2,2143,14.40612000490205,1199.170520688319,buckwheat
2,2,2432,11.234750943346448,1068.237462667449,buckwheat
2,0,1935,19.082284785523793,1273.6595499188634,finger_millet
1,2,1944,11.6432711616412,1370.341500190064,apple
1,1,1697,16.655971038169074,1228.5212944641855,apple
5,1,1272,21.315191814139297,637.009533872,garlic
1,1,3206,14.464599521601414,858.3208548623209,barley
1,1,2278,9.894954756065744,1018.663704955793,apple
2,2,2802,7.8107978331441625,1372.414334587813,buckwheat
1,0,2785,23.90601777327622,1294.5286432412377,rajma
1,0,3632,9.370166621283696,1250.5136035853802,buckwheat
1,1,3326,22.210309875178528,1106.6105612875283,potato
5,1,1726,8.928561093530284,1286.5416425257313,apple
3,0,2781,13.491783065376639,663.1438840307299,buckwheat
2,1,3321,19.37218007486027,1075.8661711100033,barley
2,0,1727,16.114500684085638,733.9928712752862,finger_millet
1,2,1803,16.47113117543102,1026.8820373815029,apple
5,1,2817,14.714021128286808,1153.99426133538,apple
2,0,1867,25.95489364487363,1144.089508357578,finger_millet
1,2,1648,6.804950945101511,979.4688879249711,apple
3,1,2204,15.928483144323637,659.7555342062832,rajma
1,1,1570,17.112087447917762,752.8414949669462,garlic
5,1,1433,25.347861863157856,931.9982066966033,garlic
3,1,2654,23.012605774645884,1144.2460308702239,rajma
1,2,2808,11.796156630393384,820.7590625257501,buckwheat
2,0,2013,19.85007206462679,1033.0901107169057,buckwheat
2,0,3338,18.53106967917087,701.3097004146995,buckwheat
1,1,1510,19.70466108305284,1175.2367241473964,rajma
1,2,2575,15.567867622530503,1229.2045708224978,buckwheat
2,0,1095,19.57156192121619,982.7968930047696,finger_millet
1,1,1183,13.738381553742965,923.72299331884,garlic
1,1,2803,8.06388050018243,683.2877195073331,apple
2,1,2542,17.440850831597768,1113.4556134411482,potato
4,0,1244,27.444761765553213,1373.6421451408278,finger_millet
1,0,3321,23.05597195691897,1126.21230661808,potato
2,1,1583,12.36665981886256,918.8527692800432,barley
5,1,1806,15.037357943039105,1199.061069570645,apple
2,0,3789,15.297490928707465,911.0147302892775,buckwheat
2,0,1174,29.64757334665354,696.165783296461,finger_millet
1,0,2107,29.55339317522732,1207.4340055347789,finger_millet
2,0,1411,22.411410812692008,1388.9973375611212,finger_millet
2,0,3002,17.64848202030939,1256.0540016445195,potato
2,1,2017,20.453054113019913,1277.5097795431623,potato
2,0,3378,21.136699626855684,1133.2936679034979,potato
2,1,1569,9.042286394274564,657.8787070688459,barley
3,1,2490,9.22815928935839,1068.0973287416998,barley
1,0,1582,14.025330395521447,1234.4504226965246,potato
3,2,2052,6.874899811693056,906.7102909055989,buckwheat
1,1,1351,13.648218373365475,1242.8334214611423,garlic
1,1,1760,18.782792685004935,950.9477623198349,pea
1,1,2609,7.33935198767545,1229.576107934133,apple
3,1,2301,13.090119927227224,619.58421265056,barley
2,0,1531,26.995013348379143,1028.7480630816945,finger_millet
1,1,2002,20.43936050816567,860.1466576213977,rajma
2,0,1694,27.33890156402823,1106.4581227996105,finger_millet
4,0,2259,16.36690465310777,1287.1653483365035,finger_millet
2,1,1931,20.095625908764344,725.026967639821,potato
4,0,2361,18.275542557262675,1291.7271374865122,finger_millet
2,1,2115,17.884885401007967,761.3241690135138,barley
1,1,1794,18.23639803339189,667.2785795743878,rajma
3,1,1591,19.376893178698573,979.2050127587561,potato
2,0,3008,15.7656389766828,711.3974756752876,potato
1,1,2505,12.230224954808076,1116.2318700205735,apple
5,1,2410,6.0292649418016335,1220.8001656283436,apple
2,1,1875,13.206066888454236,1327.568638439017,barley
2,0,2389,7.941775373057291,956.3276168846294,potato
3,0,3770,16.034988794585352,644.5823885607875,buckwheat
3,1,2892,22.067493955616065,903.0181007610315,rajma
1,0,1671,24.474632826158807,783.678528603175,finger_millet
1,2,2429,11.6682143748016,1221.8660112657547,pea
3,1,2793,23.617045997230793,1375.1022842285533,rajma
1,2,1010,11.259803412992799,1126.7196763016336,pea
1,0,1612,24.60597488762155,928.829610654585,rajma
1,0,1656,16.536870681686274,1271.9577317379776,rajma
4,0,2444,19.05300393798772,633.8333993781449,finger_millet
1,1,2145,26.56641552393628,992.5990234070275,rajma
3,1,2913,12.72274813503447,1054.160262255993,rajma
3,1,1336,11.149347871401789,1021.8487165139147,pea
1,1,1801,24.14159125450491,1329.481927074372,rajma
3,1,1717,24.182912336897783,1245.5303816406235,rajma
1,0,1631,26.497852420539502,972.0441986405156,finger_millet
5,2,2172,13.811495868198817,607.8166779353469,apple
3,2,1756,20.325685381710976,862.6040714218697,pea
1,2,1920,20.97207301999634,876.7019685902859,apple
5,1,1006,13.284085693573672,765.4696884932868,garlic
2,1,2588,16.691830908704798,934.6904307430345,barley
3,2,1212,20.3404318019361,1302.2778488132512,pea
5,1,1689,18.502699437927692,930.2715182071252,garlic
3,2,3537,6.16770450969432,1224.559443337303,buckwheat
1,1,3078,17.165630277266118,710.2103435188158,barley
3,1,2305,18.813471173981625,793.9764029077837,rajma
3,1,2357,17.65174721023893,1360.4736104607507,barley
2,1,2183,11.261728802497425,1037.3565456577041,potato
1,1,1422,14.701046623528205,1136.2031808354873,garlic
1,1,2062,21.17611657103572,807.437407092619,apple
3,0,2503,23.869714679744035,965.8121292909829,rajma
5,1,2186,13.464638136489425,1295.4076997208422,apple
4,0,2045,25.21206904108951,695.962954419112,finger_millet
1,1,2232,16.804093308284926,684.473236781312,potato
5,1,1772,16.831636216848683,779.6924894750815,apple
1,1,1639,15.790491434823537,1141.0888542981793,potato
3,1,2067,15.323509743298953,1306.554442338887,pea
3,1,1394,11.439222097696057,1205.0674156663094,potato
4,0,1990,24.820190172620745,1172.149163824193,finger_millet
2,1,3065,11.85137153365955,689.2658505065931,barley
1,2,2393,9.213074906759338,881.5078674776051,buckwheat
3,0,1644,21.115466278998063,979.175953144445,rajma
3,1,2669,10.571286886587519,1346.0345008687839,barley
1,1,3262,22.536151764158028,1276.1804465285918,barley
2,0,1830,22.12815313542816,1384.294992753748,finger_millet
5,2,1687,15.809243677371368,674.3925118585057,apple
1,0,1535,26.07474945048603,721.2760598400795,finger_millet
1,0,2741,16.06960968827931,804.8546582090592,rajma
1,1,1389,18.75931130376934,1109.3543314863534,garlic
5,1,1785,9.368220818626252,1053.7366239355085,apple
1,0,2401,20.378628400368086,707.5317415511794,rajma
1,0,1563,20.63723039604593,1179.984935939242,finger_millet
3,1,2363,16.45405459424773,1151.97148570109,barley
1,1,2424,16.16243723431659,1202.5969765979607,rajma
1,1,1340,21.20506813463938,1086.2102149947395,garlic
1,1,1614,17.213949270285177,999.7465842263234,pea
1,1,1895,12.490467764349827,859.1834197680796,garlic
3,0,2742,19.115283311058228,1256.6792074105028,buckwheat
2,2,2357,18.6412024750602,1301.6963741298305,buckwheat
3,1,1669,9.235954574260976,603.1312845883125,pea
3,2,1688,18.875440995835437,708.3956151430758,pea
2,1,3002,16.903007591702952,682.6120071000387,potato
1,0,1557,18.451095721732898,1375.6861814784763,finger_millet
3,0,2796,14.269972650770097,861.9978817423317,rajma
2,0,2635,17.792980459904772,758.0447245427827,buckwheat
1,2,2455,16.610277165941486,786.9696655283465,apple
4,0,1888,22.818772689966348,1315.7142380621076,finger_millet
2,1,2910,13.70120595226606,1271.0830895232552,potato
1,0,1000,18.115411215917533,604.5326516236538,finger_millet
3,0,2258,4.973034260732638,1302.997218941544,buckwheat
1,1,2459,11.763227609302138,738.8577153211518,barley
1,0,2497,23.29071629775407,765.1370174084825,rajma
2,1,2590,24.386785478338098,1249.6620888069433,potato
2,1,3245,5.923951638863312,915.1900061704441,barley
3,0,2864,16.371313661854362,731.6964105892039,potato
1,1,1404,9.423057085088807,954.2119654895157,garlic
1,1,1852,17.423267446155002,739.3546692626029,apple
1,0,1806,24.527719391246258,1206.8015047331126,finger_millet
2,0,3919,6.735886533350935,1200.43533100299,buckwheat
5,1,1312,21.56131581105881,768.5653320599249,garlic
3,0,2365,17.554965060388188,1031.9883037726845,rajma
1,1,1760,6.625415534192944,1218.7785005492806,apple
1,2,2974,16.569943311179053,1135.414633400668,buckwheat
3,1,1978,16.56370068540683,773.0407522369296,barley
2,0,2211,19.37941281971326,1209.847225617551,finger_millet
4,0,1507,26.782927664765882,921.0448193757697,finger_millet
3,1,1637,7.626904140913046,676.8055572049221,barley
1,1,2941,14.821757221202542,606.6925279873153,barley
3,2,2159,14.423155874363657,900.9523750156977,pea
3,2,1556,12.504172461886226,785.662862292932,pea
2,0,2461,24.270274052958232,668.2730691874599,finger_millet
2,1,2444,10.892123594774434,690.7789101019513,barley
1,1,2848,12.228311073479762,776.1802411018521,apple
3,0,2648,6.565621093943005,1187.4800282682368,buckwheat
1,0,1018,25.1243302678331,657.6888743435482,finger_millet
2,1,2800,11.175540538919396,1161.7314629186499,barley
2,2,2438,5.735045841218353,938.3548349932462,buckwheat
1,1,1876,13.88461927399399,1383.9315462259042,barley
1,1,1540,16.945087519398182,1134.8581173783314,apple
5,1,1110,15.010384069224276,825.5495074734067,garlic
1,2,2586,21.45876864400349,923.8387432681599,apple
5,2,2178,9.350236822651329,732.5026776226123,apple
5,1,1982,11.59931571956892,931.3038020231415,apple
1,2,2530,10.090718203206064,664.7354264410018,apple
1,2,2097,13.47994419823177,1039.9015369249682,pea
1,2,3015,14.983328617605583,946.2719368457379,buckwheat
1,1,2147,15.058756353911411,1358.9232647223926,garlic
2,1,2892,19.195461649429937,1368.7233233031675,barley
1,2,3148,19.78273574268528,1063.0051810879995,buckwheat
1,1,2311,9.129709736113401,1334.2069141081286,pea
5,2,2747,18.88050572786731,1126.0482502224186,apple
1,2,1634,15.99692753891552,1066.454147537715,pea
3,2,2422,16.717081908503157,768.0942207521716,pea
5,2,1582,21.278473462173288,1260.8312413332574,apple
1,2,1896,16.66709355881446,948.4666518503464,apple
5,1,1159,14.17647488186151,1127.4802424794002,garlic
4,0,2360,27.68126142023478,1181.6454092923123,finger_millet
1,1,1981,15.075273020947447,1016.2589009531087,pea
5,2,2904,13.734203724249296,1224.3198209178195,apple
4,0,1507,28.521910561599523,785.6145442470486,finger_millet
1,0,2258,15.864287437084268,614.5939851426888,rajma
1,1,2049,21.668839365933728,1038.0928805229978,garlic
5,2,1775,21.632107193787665,1372.0949571488363,apple
3,1,1527,20.39194058045538,970.0277729065183,rajma
3,2,3412,9.829142701970044,1146.00938409296,buckwheat
1,1,2057,24.265654294458685,1209.167066748927,garlic
5,1,1074,18.237580378465143,1391.3733467364689,garlic
1,1,1243,21.48600647243003,1082.8649976984502,garlic
3,1,2019,12.113633820395302,830.04276513674,barley
1,1,2030,13.553049302973555,926.764465126786,potato
2,1,1781,16.12280004683479,756.5662013110302,barley
1,1,2395,20.163602220142522,1240.7594357459197,rajma
1,2,2313,12.23780361413495,1192.407616974655,pea
1,1,2161,17.463908579358588,769.3734227695726,barley
1,0,2394,7.237317617625075,843.2990795744289,buckwheat
2,0,3234,11.248078925450299,1164.3920197384932,buckwheat
1,0,2780,16.823611264618787,1179.5381380912936,rajma
5,1,1546,21.565260905071586,1083.5045752662465,garlic
3,0,1778,24.687511789081842,682.4990950687461,rajma
1,1,2305,7.728502338835629,1238.7628040409525,pea
1,1,2849,20.20620430708639,614.742174990574,rajma
1,2,2514,12.89385069934084,1001.6401707907578,apple
1,1,1753,10.380421161833814,1120.3401990590914,potato
1,1,3006,17.102977439102133,1218.7048382258,potato
1,1,2651,17.249807518046776,1053.2512025841124,barley
3,1,1582,17.590074560779993,1227.5243785702378,potato
2,2,2696,13.929248569935954,1291.4930131647786,buckwheat
2,1,1533,20.17202903528664,846.1793514914967,barley
1,2,1698,11.07637981428469,1262.2947002577382,apple
2,0,1056,27.51540276432053,1321.419222836983,finger_millet
1,1,2497,18.407882095277174,639.5974827949333,apple
1,1,3084,9.643085042844367,974.2419296298714,barley
3,1,1917,15.732536492988894,656.7327675903834,potato
5,1,1048,11.438016708151498,779.0544688451431,garlic
1,0,2479,20.973045413935854,721.862228530143,finger_millet
1,1,1746,5.9431907260780035,1149.4887981400234,apple
1,2,3669,15.043931433712052,1177.9291075708356,buckwheat
2,0,3102,15.790870940076411,755.5581155453509,potato
1,2,2026,15.254217094995692,1310.033526181131,pea
1,2,1266,13.603386136823291,1375.155517739433,pea
3,1,1737,11.085182201052238,703.2520998632504,pea
5,1,1653,22.805022202111125,1257.228462311749,garlic
3,2,1112,15.922949510984514,639.3187122761416,pea
1,0,3248,15.112099814978153,618.0516093642777,potato
1,2,2414,16.142417190888864,961.4141429897833,apple
2,0,1056,27.27327149912983,1392.4368262161067,finger_millet
1,1,1574,17.813922451886487,1293.663997726739,garlic
2,1,2622,9.048243423810142,1276.9550929234988,barley
5,2,2535,15.944110443752917,761.98444813219,apple
1,1,2865,13.73375528929869,715.3342526544396,barley
2,0,1909,17.464760419993418,1322.164408356285,potato
1,0,1959,20.066191990526512,605.653044175774,rajma
3,2,3706,16.64685856103658,1190.8368427175708,buckwheat
3,2,3971,11.918205322304768,1153.1328460105217,buckwheat
5,1,2483,7.565367733646727,846.9589946985562,apple
2,2,2523,10.536455153674707,952.1442629577546,buckwheat
1,0,3820,8.831192325323034,1012.2441503955014,buckwheat
1,1,1594,19.389964709920758,1122.3941852333742,barley
5,2,1513,6.176239974153841,648.2816671924511,apple
1,2,2505,22.87398850242915,882.0233930404138,buckwheat
1,1,2270,13.572143417350084,696.4467331229522,apple
1,0,1732,19.309685571716933,1175.3279175556552,finger_millet
3,0,2776,25.965868600193836,933.3112461907833,rajma
5,1,1860,15.312071901969372,1176.493032530972,garlic
1,1,2167,12.769892115347282,1323.5211492135618,barley
4,0,2221,31.042999191325073,1155.6763418026283,finger_millet
1,1,1515,19.358877877436143,1137.823063579264,garlic
1,0,1103,18.92114938607107,1285.703647885026,finger_millet
5,2,1731,11.108715803277844,1109.7611814466243,apple
1,0,2175,16.163966888295533,1325.588414750595,buckwheat
2,2,2706,10.19603354069713,666.5784529664578,buckwheat
1,0,2246,28.64773214220271,972.0076140211421,finger_millet
1,1,1888,25.229487026081856,602.6770896343834,rajma
1,2,1593,14.44383729133698,742.665209942573,pea
2,0,2442,29.381367864039824,667.4410516890803,finger_millet
3,1,2944,10.076945568603016,1238.35455140264,barley
3,0,3244,12.552949019432111,830.356274140794,potato
1,1,934,17.002165661639577,1221.1895050525334,garlic
3,0,2756,17.276792221742056,835.5951574715439,rajma
1,1,1418,23.251302590933758,985.4427540311531,garlic
2,0,2578,8.952119211035505,624.7447051148529,potato
1,2,2420,14.810790694380985,1084.811065548865,pea
3,1,2106,14.268533622964577,650.3771269869603,barley
5,1,2292,13.283699813610403,850.9821529552769,apple
1,0,1295,17.993166426769967,1332.5377858093198,finger_millet
3,0,3259,16.48289586742348,972.2695471515888,potato
1,1,1284,14.364024920680722,1048.3191630559543,garlic
2,0,2117,29.468626423338797,1067.5998364246323,finger_millet
2,0,1917,17.462478422094524,1108.7522614613686,finger_millet
1,2,1629,4.681021928336543,1121.6985964243504,apple
3,0,3382,9.227856911384887,1244.3730264324695,buckwheat
3,2,2114,22.029247881238113,1342.4113893835047,buckwheat
